task_id,mechanism_class,data_seed,strategy,selected_proposal_id,selected_source_labels,selected_formula,validation_rmse,locked_rmse,baseline_locked_rmse,normalized_locked_rmse,complexity,stability_violations,corrected_behavior_recovered,acquisitions_used,initial_gate_triggered,final_ambiguity_class,final_equivalent_candidate_count,final_normalized_maximum_pairwise_rmse,strict_structure_candidate_covered,strict_structure_reached_final_stage,selected_strict_structure
XFER-CREEP-01,creep,3799979468,no_acquisition,portfolio_c7ef84498d9b01a6,pysr,M_base(x) + ((pysr_coefficient_1 * x1 * x2) / (pysr_coefficient_2 + (pysr_coefficient_3 * x1))),0.004597344862317005,0.004994292445512886,0.19341713994932705,0.02582135402695609,10,0,True,0,False,identified_singleton,1,0.0,True,False,False
XFER-CREEP-01,creep,3799979468,conditional_space_filling,portfolio_c7ef84498d9b01a6,pysr,M_base(x) + ((pysr_coefficient_1 * x1 * x2) / (pysr_coefficient_2 + (pysr_coefficient_3 * x1))),0.004597344862317005,0.004994292445512886,0.19341713994932705,0.02582135402695609,10,0,True,0,False,identified_singleton,1,0.0,True,False,False
XFER-CREEP-01,creep,3799979468,evidence_guided_predictive_disagreement,portfolio_c7ef84498d9b01a6,pysr,M_base(x) + ((pysr_coefficient_1 * x1 * x2) / (pysr_coefficient_2 + (pysr_coefficient_3 * x1))),0.004597344862317005,0.004994292445512886,0.19341713994932705,0.02582135402695609,10,0,True,0,False,identified_singleton,1,0.0,True,False,False
XFER-PERM-01,permeability,3799979468,no_acquisition,portfolio_b347cb206c3d2b52,fit_feedback_llm,M_base(x) + (p0 * (x1 ^ p1) * exp((p2 * x1))),0.006458669484437218,0.0013008788984982126,0.25657683058115277,0.005070133946045285,9,0,True,0,False,prediction_equivalent,3,0.22122919106862599,False,False,False
XFER-PERM-01,permeability,3799979468,conditional_space_filling,portfolio_b347cb206c3d2b52,fit_feedback_llm,M_base(x) + (p0 * (x1 ^ p1) * exp((p2 * x1))),0.006458669484437218,0.0013008788984982126,0.25657683058115277,0.005070133946045285,9,0,True,0,False,prediction_equivalent,3,0.22122919106862599,False,False,False
XFER-PERM-01,permeability,3799979468,evidence_guided_predictive_disagreement,portfolio_b347cb206c3d2b52,fit_feedback_llm,M_base(x) + (p0 * (x1 ^ p1) * exp((p2 * x1))),0.006458669484437218,0.0013008788984982126,0.25657683058115277,0.005070133946045285,9,0,True,0,False,prediction_equivalent,3,0.22122919106862599,False,False,False
XFER-CYCLIC-01,cyclic_damage,3799979468,no_acquisition,portfolio_e5c76560a5eca862,pysr,M_base(x) + (x2 * x2 * pysr_coefficient_1 * tanh(x1) * x1),0.0014892882857196305,0.0006593275823055211,0.03182185871301346,0.02071932969886171,7,0,True,0,False,prediction_equivalent,3,0.3772696826994355,False,False,False
XFER-CYCLIC-01,cyclic_damage,3799979468,conditional_space_filling,portfolio_e5c76560a5eca862,pysr,M_base(x) + (x2 * x2 * pysr_coefficient_1 * tanh(x1) * x1),0.0014892882857196305,0.0006593275823055211,0.03182185871301346,0.02071932969886171,7,0,True,0,False,prediction_equivalent,3,0.3772696826994355,False,False,False
XFER-CYCLIC-01,cyclic_damage,3799979468,evidence_guided_predictive_disagreement,portfolio_e5c76560a5eca862,pysr,M_base(x) + (x2 * x2 * pysr_coefficient_1 * tanh(x1) * x1),0.0014892882857196305,0.0006593275823055211,0.03182185871301346,0.02071932969886171,7,0,True,0,False,prediction_equivalent,3,0.3772696826994355,False,False,False
XFER-THERMAL-01,thermal_damage,3799979468,no_acquisition,portfolio_87ef16c1f3c18d4b,pysr,M_base(x) + (x1 * x1 * exp((x2 * pysr_coefficient_1)) * pysr_coefficient_2),0.009095605859149192,0.004929047688548393,0.19109985241546798,0.025793048117233538,8,0,True,0,False,prediction_equivalent,3,0.018559019061602636,False,False,False
XFER-THERMAL-01,thermal_damage,3799979468,conditional_space_filling,portfolio_87ef16c1f3c18d4b,pysr,M_base(x) + (x1 * x1 * exp((x2 * pysr_coefficient_1)) * pysr_coefficient_2),0.009095605859149192,0.004929047688548393,0.19109985241546798,0.025793048117233538,8,0,True,0,False,prediction_equivalent,3,0.018559019061602636,False,False,False
XFER-THERMAL-01,thermal_damage,3799979468,evidence_guided_predictive_disagreement,portfolio_87ef16c1f3c18d4b,pysr,M_base(x) + (x1 * x1 * exp((x2 * pysr_coefficient_1)) * pysr_coefficient_2),0.009095605859149192,0.004929047688548393,0.19109985241546798,0.025793048117233538,8,0,True,0,False,prediction_equivalent,3,0.018559019061602636,False,False,False
XFER-CREEP-01,creep,233033901,no_acquisition,portfolio_0836f312f112038f,fit_feedback_llm,M_base(x) + (a_exp * x2 * (1 - exp(-((b_exp * x1))))),0.0019347645733390339,0.0003688490247708006,0.1869285970920725,0.0019732081153378714,10,0,True,0,False,identified_singleton,1,0.0,True,True,True
XFER-CREEP-01,creep,233033901,conditional_space_filling,portfolio_0836f312f112038f,fit_feedback_llm,M_base(x) + (a_exp * x2 * (1 - exp(-((b_exp * x1))))),0.0019347645733390339,0.0003688490247708006,0.1869285970920725,0.0019732081153378714,10,0,True,0,False,identified_singleton,1,0.0,True,True,True
XFER-CREEP-01,creep,233033901,evidence_guided_predictive_disagreement,portfolio_0836f312f112038f,fit_feedback_llm,M_base(x) + (a_exp * x2 * (1 - exp(-((b_exp * x1))))),0.0019347645733390339,0.0003688490247708006,0.1869285970920725,0.0019732081153378714,10,0,True,0,False,identified_singleton,1,0.0,True,True,True
XFER-PERM-01,permeability,233033901,no_acquisition,portfolio_d2b632acfb9bb418,fit_feedback_llm,M_base(x) + -((p0 * tanh((p1 * (x1 ^ p2))))),0.005578652404945591,0.0010508575707781074,0.2567663142058772,0.0040926613525149634,9,0,True,0,False,prediction_equivalent,3,0.20657708157229673,True,False,False
XFER-PERM-01,permeability,233033901,conditional_space_filling,portfolio_d2b632acfb9bb418,fit_feedback_llm,M_base(x) + -((p0 * tanh((p1 * (x1 ^ p2))))),0.005578652404945591,0.0010508575707781074,0.2567663142058772,0.0040926613525149634,9,0,True,0,False,prediction_equivalent,3,0.20657708157229673,True,False,False
XFER-PERM-01,permeability,233033901,evidence_guided_predictive_disagreement,portfolio_d2b632acfb9bb418,fit_feedback_llm,M_base(x) + -((p0 * tanh((p1 * (x1 ^ p2))))),0.005578652404945591,0.0010508575707781074,0.2567663142058772,0.0040926613525149634,9,0,True,0,False,prediction_equivalent,3,0.20657708157229673,True,False,False
XFER-CYCLIC-01,cyclic_damage,233033901,no_acquisition,portfolio_64f76ba5c092a2e9,pysr,M_base(x) + (x2 * tanh(tanh(((x1 ^ 1.37535) * x2 * pysr_coefficient_1)))),0.0016307745242896002,0.0004685630921195505,0.03189028627751121,0.014692972275071034,10,0,True,0,False,prediction_equivalent,3,0.0233521139054887,False,False,False
XFER-CYCLIC-01,cyclic_damage,233033901,conditional_space_filling,portfolio_64f76ba5c092a2e9,pysr,M_base(x) + (x2 * tanh(tanh(((x1 ^ 1.37535) * x2 * pysr_coefficient_1)))),0.0016307745242896002,0.0004685630921195505,0.03189028627751121,0.014692972275071034,10,0,True,0,False,prediction_equivalent,3,0.0233521139054887,False,False,False
XFER-CYCLIC-01,cyclic_damage,233033901,evidence_guided_predictive_disagreement,portfolio_64f76ba5c092a2e9,pysr,M_base(x) + (x2 * tanh(tanh(((x1 ^ 1.37535) * x2 * pysr_coefficient_1)))),0.0016307745242896002,0.0004685630921195505,0.03189028627751121,0.014692972275071034,10,0,True,0,False,prediction_equivalent,3,0.0233521139054887,False,False,False
XFER-THERMAL-01,thermal_damage,233033901,no_acquisition,portfolio_2809d0a86327678a,pysr,M_base(x) + (sin((((x2 * pysr_coefficient_1 * ((x2 + pysr_coefficient_2) ^ -1)) + pysr_coefficient_3) * pysr_coefficient_4)) * x1 * x1),0.006203798765501989,0.0016415670793050573,0.19090847481590442,0.00859871245049777,16,0,True,0,False,prediction_equivalent,2,0.0020929382523952236,False,False,False
XFER-THERMAL-01,thermal_damage,233033901,conditional_space_filling,portfolio_2809d0a86327678a,pysr,M_base(x) + (sin((((x2 * pysr_coefficient_1 * ((x2 + pysr_coefficient_2) ^ -1)) + pysr_coefficient_3) * pysr_coefficient_4)) * x1 * x1),0.006203798765501989,0.0016415670793050573,0.19090847481590442,0.00859871245049777,16,0,True,0,False,prediction_equivalent,2,0.0020929382523952236,False,False,False
XFER-THERMAL-01,thermal_damage,233033901,evidence_guided_predictive_disagreement,portfolio_2809d0a86327678a,pysr,M_base(x) + (sin((((x2 * pysr_coefficient_1 * ((x2 + pysr_coefficient_2) ^ -1)) + pysr_coefficient_3) * pysr_coefficient_4)) * x1 * x1),0.006203798765501989,0.0016415670793050573,0.19090847481590442,0.00859871245049777,16,0,True,0,False,prediction_equivalent,2,0.0020929382523952236,False,False,False
XFER-CREEP-01,creep,240857411,no_acquisition,portfolio_a4ead89773e2e88b,pysr,M_base(x) + (tanh(tanh((x1 * (pysr_coefficient_1 ^ -1)))) * x2 * pysr_coefficient_2),0.0028752981197108897,0.0027422205661511404,0.19129141202160824,0.014335304116221274,10,0,True,0,False,prediction_equivalent,3,0.24795695503332035,True,False,False
XFER-CREEP-01,creep,240857411,conditional_space_filling,portfolio_a4ead89773e2e88b,pysr,M_base(x) + (tanh(tanh((x1 * (pysr_coefficient_1 ^ -1)))) * x2 * pysr_coefficient_2),0.0028752981197108897,0.0027422205661511404,0.19129141202160824,0.014335304116221274,10,0,True,0,False,prediction_equivalent,3,0.24795695503332035,True,False,False
XFER-CREEP-01,creep,240857411,evidence_guided_predictive_disagreement,portfolio_a4ead89773e2e88b,pysr,M_base(x) + (tanh(tanh((x1 * (pysr_coefficient_1 ^ -1)))) * x2 * pysr_coefficient_2),0.0028752981197108897,0.0027422205661511404,0.19129141202160824,0.014335304116221274,10,0,True,0,False,prediction_equivalent,3,0.24795695503332035,True,False,False
