task_id,strategy,repetition,new_observation_count,fit_observation_count,committee_model_count,bic_weight_entropy_nats,selected_proposal_id,selected_formula,selected_model_weight,selected_bic,locked_rmse,behavior_recovered,exact_expression_match,recovery_threshold,data_seed
T01,model_information_gain,1,7,19,9,1.5540762403082071,gate1d_t01_01,M_base(x) + ((x1 + pysr_coefficient_1) * pysr_coefficient_2 * x1),0.29728969957298246,-149.09380512733551,0.011588943034432688,True,False,0.06,20260831
T01,model_information_gain,1,8,20,9,1.5989115056012773,gate1d_t01_01,M_base(x) + ((x1 + pysr_coefficient_1) * pysr_coefficient_2 * x1),0.275035404434402,-157.23019550018483,0.010816106904495965,True,False,0.06,20260831
T01,parameter_information_gain,1,0,12,9,1.7771632873564758,gate1d_t01_03,M_base(x) + (p0 * (abs(x1) ^ p1)),0.31738523057941986,-95.10035070541906,0.1689101539670726,False,False,0.06,20260831
T01,parameter_information_gain,1,1,13,9,1.8452108777274558,gate1d_t01_08,M_base(x) + (x1 * (pysr_coefficient_1 + (-1 * sin((x1 * pysr_coefficient_2)))) * x1),0.22876448122294893,-101.12904978589184,0.0420809605720464,True,False,0.06,20260831
T01,parameter_information_gain,1,2,14,9,1.8591594093024066,gate1d_t01_02,M_base(x) + (p0 * (x1 ^ 2)),0.27710271467732583,-109.32028224947922,0.004151228902654912,True,True,0.06,20260831
T01,parameter_information_gain,1,3,15,9,1.8775080804614315,gate1d_t01_01,M_base(x) + ((x1 + pysr_coefficient_1) * pysr_coefficient_2 * x1),0.21137141113921543,-117.16288475219564,0.01227281374066138,True,False,0.06,20260831
T01,parameter_information_gain,1,4,16,9,1.752200339360414,gate1d_t01_01,M_base(x) + ((x1 + pysr_coefficient_1) * pysr_coefficient_2 * x1),0.2826022182648172,-126.20560584957879,0.012571954207808586,True,False,0.06,20260831
T01,parameter_information_gain,1,5,17,9,1.8323609548264672,gate1d_t01_02,M_base(x) + (p0 * (x1 ^ 2)),0.23819931817423717,-133.53794821112612,0.003974282162874093,True,True,0.06,20260831
T01,parameter_information_gain,1,6,18,9,1.839946052301336,gate1d_t01_02,M_base(x) + (p0 * (x1 ^ 2)),0.2888392085481308,-142.39565392721815,0.004743168527051643,True,True,0.06,20260831
T01,parameter_information_gain,1,7,19,9,1.808392440664546,gate1d_t01_02,M_base(x) + (p0 * (x1 ^ 2)),0.33310810218620013,-151.0580911504707,0.0036696672708301137,True,True,0.06,20260831
