zone_id,model,gp_id,x_m,z_m,disp_x_m,disp_z_m,stress_xx_Pa,stress_zz_Pa,stress_xz_Pa,state
211,softening-ubiquitous,477,18.99666968,5.047537311,-0.3246947987,-0.1652576255,54461.73067,47197.83133,-61129.89676,192
212,softening-ubiquitous,373,17.70592934,6.562891785,-0.333082299,-0.1723666734,81649.42416,69256.23849,-154206.0418,192
212,softening-ubiquitous,477,18.99666968,5.047537311,-0.3246947987,-0.1652576255,81649.42416,69256.23849,-154206.0418,192
212,softening-ubiquitous,375,17.70592934,14.2614993,-0.3630727096,-0.1710928241,81649.42416,69256.23849,-154206.0418,192
212,softening-ubiquitous,479,18.99666968,13.30736378,-0.3551518284,-0.1627321858,81649.42416,69256.23849,-154206.0418,192
213,softening-ubiquitous,375,17.70592934,14.2614993,-0.3630727096,-0.1710928241,-11408.32383,-19739.84554,-50881.09804,192
213,softening-ubiquitous,479,18.99666968,13.30736378,-0.3551518284,-0.1627321858,-11408.32383,-19739.84554,-50881.09804,192
213,softening-ubiquitous,377,17.70592934,21.96010681,-0.3779295232,-0.1758165567,-11408.32383,-19739.84554,-50881.09804,192
213,softening-ubiquitous,481,18.99666968,21.56719026,-0.3721641086,-0.1701175233,-11408.32383,-19739.84554,-50881.09804,192
214,softening-ubiquitous,377,17.70592934,21.96010681,-0.3779295232,-0.1758165567,-47132.03506,-58319.84599,1263.142717,192
214,softening-ubiquitous,481,18.99666968,21.56719026,-0.3721641086,-0.1701175233,-47132.03506,-58319.84599,1263.142717,192
214,softening-ubiquitous,379,17.70592934,27.35,-0.3794856187,-0.1782683865,-47132.03506,-58319.84599,1263.142717,192
214,softening-ubiquitous,483,18.99666968,27.35,-0.3736417057,-0.1741183387,-47132.03506,-58319.84599,1263.142717,192
215,softening-ubiquitous,379,17.70592934,27.35,-0.3794856187,-0.1782683865,382661.6697,357879.9679,-423290.8401,192
215,softening-ubiquitous,483,18.99666968,27.35,-0.3736417057,-0.1741183387,382661.6697,357879.9679,-423290.8401,192
215,softening-ubiquitous,381,17.56202623,29.65966928,-0.3801025459,-0.1809686411,382661.6697,357879.9679,-423290.8401,192
215,softening-ubiquitous,485,18.85502362,29.82971779,-0.3731998,-0.1781738178,382661.6697,357879.9679,-423290.8401,192
216,softening-ubiquitous,381,17.56202623,29.65966928,-0.3801025459,-0.1809686411,239744.1596,93530.74891,-414513.871,192
216,softening-ubiquitous,485,18.85502362,29.82971779,-0.3731998,-0.1781738178,239744.1596,93530.74891,-414513.871,192
216,softening-ubiquitous,383,17.1315951,31.94039707,-0.3824748504,-0.1875019153,239744.1596,93530.74891,-414513.871,192
216,softening-ubiquitous,487,18.43134358,32.28866363,-0.3712308005,-0.1857128634,239744.1596,93530.74891,-414513.871,192
217,softening-ubiquitous,383,17.1315951,31.94039707,-0.3824748504,-0.1875019153,-4414846.289,-4712081.88,4126655.994,192
217,softening-ubiquitous,487,18.43134358,32.28866363,-0.3712308005,-0.1857128634,-4414846.289,-4712081.88,4126655.994,192
217,softening-ubiquitous,385,15.44773231,36.26875241,-0.3700291206,-0.1939394539,-4414846.289,-4712081.88,4126655.994,192
217,softening-ubiquitous,489,16.77389132,37.03441067,-0.3678914036,-0.1928885106,-4414846.289,-4712081.88,4126655.994,192
218,softening-ubiquitous,385,15.44773231,36.26875241,-0.3700291206,-0.1939394539,-7314153.766,-7314153.766,7314158.76,240
218,softening-ubiquitous,489,16.77389132,37.03441067,-0.3678914036,-0.1928885106,-7314153.766,-7314153.766,7314158.76,240
218,softening-ubiquitous,387,14.75550071,37.45932106,0.02761340375,0.1975210132,-7314153.766,-7314153.766,7314158.76,240
218,softening-ubiquitous,491,16.09251702,38.37534061,0.02670472354,0.2019483503,-7314153.766,-7314153.766,7314158.76,240
219,softening-ubiquitous,387,14.75550071,37.45932106,0.02761340375,0.1975210132,-4537263.485,-4957615.416,4998571.92,0
219,softening-ubiquitous,491,16.09251702,38.37534061,0.02670472354,0.2019483503,-4537263.485,-4957615.416,4998571.92,0
219,softening-ubiquitous,389,12.70658042,40.05658042,0.02333476596,0.1886839985,-4537263.485,-4957615.416,4998571.92,0
219,softening-ubiquitous,493,13.96045201,41.31045201,0.02106855646,0.1939823093,-4537263.485,-4957615.416,4998571.92,0
220,softening-ubiquitous,389,12.70658042,40.05658042,0.02333476596,0.1886839985,-6783150.61,-6024264.971,5323911.228,64
220,softening-ubiquitous,493,13.96045201,41.31045201,0.02106855646,0.1939823093,-6783150.61,-6024264.971,5323911.228,64
220,softening-ubiquitous,391,8.882660499,42.73521929,0.04793809313,0.1941820208,-6783150.61,-6024264.971,5323911.228,64
220,softening-ubiquitous,495,9.582327335,43.9470778,0.04311130528,0.2034875222,-6783150.61,-6024264.971,5323911.228,64
221,softening-ubiquitous,391,8.882660499,42.73521929,0.04793809313,0.1941820208,-1055601.728,-1036270.755,876882.1435,192
221,softening-ubiquitous,495,9.582327335,43.9470778,0.04311130528,0.2034875222,-1055601.728,-1036270.755,876882.1435,192
221,softening-ubiquitous,393,4.573646758,44.41908208,0.06805841113,0.196117596,-1055601.728,-1036270.755,876882.1435,192
221,softening-ubiquitous,497,4.891286588,45.60453006,0.06511765111,0.2032198937,-1055601.728,-1036270.755,876882.1435,192
222,softening-ubiquitous,393,4.573646758,44.41908208,0.06805841113,0.196117596,81217.41709,-661484.9684,-963846.7857,64
222,softening-ubiquitous,497,4.891286588,45.60453006,0.06511765111,0.2032198937,81217.41709,-661484.9684,-963846.7857,64
222,softening-ubiquitous,395,2.075696037,44.99341632,0.07768151967,0.1976315661,81217.41709,-661484.9684,-963846.7857,64
222,softening-ubiquitous,499,2.214100725,46.16985616,0.07649614486,0.202740359,81217.41709,-661484.9684,-963846.7857,64
223,softening-ubiquitous,395,2.075696037,44.99341632,0.07768151967,0.1976315661,3180.056785,-61189.77391,-71841.28934,192
223,softening-ubiquitous,499,2.214100725,46.16985616,0.07649614486,0.202740359,3180.056785,-61189.77391,-71841.28934,192
223,softening-ubiquitous,397,1.556772028,44.99341632,0.07918787745,0.1972329528,3180.056785,-61189.77391,-71841.28934,192
223,softening-ubiquitous,501,1.660575544,46.16985616,0.07858239518,0.2022485118,3180.056785,-61189.77391,-71841.28934,192
224,softening-ubiquitous,397,1.556772028,44.99341632,0.07918787745,0.1972329528,-435649.9795,-563026.4105,305951.0879,192
224,softening-ubiquitous,501,1.660575544,46.16985616,0.07858239518,0.2022485118,-435649.9795,-563026.4105,305951.0879,192
224,softening-ubiquitous,399,1.037848019,44.99341632,0.0809135019,0.1968241733,-435649.9795,-563026.4105,305951.0879,192
224,softening-ubiquitous,503,1.107050362,46.16985616,0.08063366949,0.2019809425,-435649.9795,-563026.4105,305951.0879,192
225,softening-ubiquitous,399,1.037848019,44.99341632,0.0809135019,0.1968241733,-444558.2897,-712643.8969,161289.0282,64
225,softening-ubiquitous,503,1.107050362,46.16985616,0.08063366949,0.2019809425,-444558.2897,-712643.8969,161289.0282,64
225,softening-ubiquitous,401,0.5189240093,44.99341632,0.08282302969,0.1965859273,-444558.2897,-712643.8969,161289.0282,64
225,softening-ubiquitous,505,0.5535251812,46.16985616,0.08269813696,0.2017848133,-444558.2897,-712643.8969,161289.0282,64
226,softening-ubiquitous,401,0.5189240093,44.99341632,0.08282302969,0.1965859273,-407078.5189,-1013266.687,-266209.7194,64
226,softening-ubiquitous,505,0.5535251812,46.16985616,0.08269813696,0.2017848133,-407078.5189,-1013266.687,-266209.7194,64
226,softening-ubiquitous,403,0,44.99341632,0.08480325403,0.1964890782,-407078.5189,-1013266.687,-266209.7194,64
226,softening-ubiquitous,507,0,46.16985616,0.0846990342,0.2015804809,-407078.5189,-1013266.687,-266209.7194,64
227,softening-ubiquitous,403,0,44.99341632,0.08480325403,0.1964890782,-622627.4654,-867835.1178,-741370.0104,64
227,softening-ubiquitous,507,0,46.16985616,0.0846990342,0.2015804809,-622627.4654,-867835.1178,-741370.0104,64
227,softening-ubiquitous,405,-0.5189240093,44.99341632,0.08672578552,0.1965211668,-622627.4654,-867835.1178,-741370.0104,64
227,softening-ubiquitous,509,-0.5535251812,46.16985616,0.08658870669,0.2013162582,-622627.4654,-867835.1178,-741370.0104,64
228,softening-ubiquitous,405,-0.5189240093,44.99341632,0.08672578552,0.1965211668,-1205281.028,-749328.2334,-1181862.858,64
228,softening-ubiquitous,509,-0.5535251812,46.16985616,0.08658870669,0.2013162582,-1205281.028,-749328.2334,-1181862.858,64
228,softening-ubiquitous,407,-1.037848019,44.99341632,0.08854239301,0.1966363554,-1205281.028,-749328.2334,-1181862.858,64
228,softening-ubiquitous,511,-1.107050362,46.16985616,0.08828677572,0.2009753468,-1205281.028,-749328.2334,-1181862.858,64
229,softening-ubiquitous,407,-1.037848019,44.99341632,0.08854239301,0.1966363554,-2140616.304,-725000.8668,-1689448.698,64
229,softening-ubiquitous,511,-1.107050362,46.16985616,0.08828677572,0.2009753468,-2140616.304,-725000.8668,-1689448.698,64
229,softening-ubiquitous,409,-1.556772028,44.99341632,0.09023718857,0.1967801462,-2140616.304,-725000.8668,-1689448.698,64
229,softening-ubiquitous,513,-1.660575544,46.16985616,0.08972692373,0.2005599486,-2140616.304,-725000.8668,-1689448.698,64
230,softening-ubiquitous,409,-1.556772028,44.99341632,0.09023718857,0.1967801462,-2962237.935,-542760.0628,-2571725.678,64
230,softening-ubiquitous,513,-1.660575544,46.16985616,0.08972692373,0.2005599486,-2962237.935,-542760.0628,-2571725.678,64
230,softening-ubiquitous,411,-2.075696037,44.99341632,0.09196701794,0.196800242,-2962237.935,-542760.0628,-2571725.678,64
230,softening-ubiquitous,515,-2.214100725,46.16985616,0.0907479704,0.2001254824,-2962237.935,-542760.0628,-2571725.678,64
231,softening-ubiquitous,411,-2.075696037,44.99341632,0.09196701794,0.196800242,-8117917.036,-2468852.143,-3137059.646,64
231,softening-ubiquitous,515,-2.214100725,46.16985616,0.0907479704,0.2001254824,-8117917.036,-2468852.143,-3137059.646,64
231,softening-ubiquitous,413,-4.573646758,44.41908208,0.09927124822,0.1933748991,-8117917.036,-2468852.143,-3137059.646,64
231,softening-ubiquitous,517,-4.891286588,45.60453006,0.09533168724,0.1933108959,-8117917.036,-2468852.143,-3137059.646,64
232,softening-ubiquitous,413,-4.573646758,44.41908208,0.09927124822,0.1933748991,-10987187.69,-3530360.637,-4871360.904,0
232,softening-ubiquitous,517,-4.891286588,45.60453006,0.09533168724,0.1933108959,-10987187.69,-3530360.637,-4871360.904,0
232,softening-ubiquitous,415,-8.882660499,42.73521929,0.1096201306,0.1823521344,-10987187.69,-3530360.637,-4871360.904,0
232,softening-ubiquitous,519,-9.582327335,43.9470778,0.1049685966,0.1809110137,-10987187.69,-3530360.637,-4871360.904,0
233,softening-ubiquitous,415,-8.882660499,42.73521929,0.1096201306,0.1823521344,-8950634.835,-5013461.194,-5481356.573,0
233,softening-ubiquitous,519,-9.582327335,43.9470778,0.1049685966,0.1809110137,-8950634.835,-5013461.194,-5481356.573,0
233,softening-ubiquitous,417,-12.70658042,40.05658042,0.1231017927,0.1722529379,-8950634.835,-5013461.194,-5481356.573,0
233,softening-ubiquitous,521,-13.96045201,41.31045201,0.1179259901,0.1688130205,-8950634.835,-5013461.194,-5481356.573,0
234,softening-ubiquitous,417,-12.70658042,40.05658042,0.1231017927,0.1722529379,-6858120.323,-5537629.585,-5099239.911,0
234,softening-ubiquitous,521,-13.96045201,41.31045201,0.1179259901,0.1688130205,-6858120.323,-5537629.585,-5099239.911,0
234,softening-ubiquitous,419,-14.75550071,37.45932106,0.1351481595,0.1667813171,-6858120.323,-5537629.585,-5099239.911,0
234,softening-ubiquitous,523,-16.09251702,38.37534061,0.1309894912,0.1625453562,-6858120.323,-5537629.585,-5099239.911,0
235,softening-ubiquitous,419,-14.75550071,37.45932106,0.1351481595,0.1667813171,-5128773.739,-5020875.828,-4524237.732,0
235,softening-ubiquitous,523,-16.09251702,38.37534061,0.1309894912,0.1625453562,-5128773.739,-5020875.828,-4524237.732,0
235,softening-ubiquitous,421,-15.44773231,36.26875241,0.140463051,0.1647739444,-5128773.739,-5020875.828,-4524237.732,0
235,softening-ubiquitous,525,-16.77389132,37.03441067,0.1368932868,0.1604822621,-5128773.739,-5020875.828,-4524237.732,0
236,softening-ubiquitous,421,-15.44773231,36.26875241,0.140463051,0.1647739444,-2863403.041,-4734855.396,-3618256.726,0
236,softening-ubiquitous,525,-16.77389132,37.03441067,0.1368932868,0.1604822621,-2863403.041,-4734855.396,-3618256.726,0
236,softening-ubiquitous,423,-17.1315951,31.94039707,0.1588817097,0.1602037961,-2863403.041,-4734855.396,-3618256.726,0
236,softening-ubiquitous,527,-18.43134358,32.28866363,0.1566743686,0.155515822,-2863403.041,-4734855.396,-3618256.726,0
237,softening-ubiquitous,423,-17.1315951,31.94039707,0.1588817097,0.1602037961,-1627532.138,-2555364.446,-1996476.653,64
237,softening-ubiquitous,527,-18.43134358,32.28866363,0.1566743686,0.155515822,-1627532.138,-2555364.446,-1996476.653,64
237,softening-ubiquitous,425,-17.56202623,29.65966928,0.1687299913,0.160138512,-1627532.138,-2555364.446,-1996476.653,64
237,softening-ubiquitous,529,-18.85502362,29.82971779,0.166339453,0.1545163333,-1627532.138,-2555364.446,-1996476.653,64
238,softening-ubiquitous,425,-17.56202623,29.65966928,0.1687299913,0.160138512,-447692.8007,-5956.214641,-716413.9474,80
238,softening-ubiquitous,529,-18.85502362,29.82971779,0.166339453,0.1545163333,-447692.8007,-5956.214641,-716413.9474,80
238,softening-ubiquitous,427,-17.70592934,27.35,0.1786523127,0.161118341,-447692.8007,-5956.214641,-716413.9474,80
238,softening-ubiquitous,531,-18.99666968,27.35,0.1768183738,0.1552376049,-447692.8007,-5956.214641,-716413.9474,80
239,softening-ubiquitous,427,-17.70592934,27.35,0.1786523127,0.161118341,-43627.55134,136461.3636,-293896.1424,192
239,softening-ubiquitous,531,-18.99666968,27.35,0.1768183738,0.1552376049,-43627.55134,136461.3636,-293896.1424,192
239,softening-ubiquitous,429,-17.70592934,21.96010681,0.2011177081,0.1644621578,-43627.55134,136461.3636,-293896.1424,192
239,softening-ubiquitous,533,-18.99666968,21.56719026,0.1999187007,0.1582945055,-43627.55134,136461.3636,-293896.1424,192
240,softening-ubiquitous,429,-17.70592934,21.96010681,0.2011177081,0.1644621578,115023.3099,180997.5285,-239183.1549,192
240,softening-ubiquitous,533,-18.99666968,21.56719026,0.1999187007,0.1582945055,115023.3099,180997.5285,-239183.1549,192
240,softening-ubiquitous,431,-17.70592934,14.2614993,0.2258085022,0.1640590588,115023.3099,180997.5285,-239183.1549,192
240,softening-ubiquitous,535,-18.99666968,13.30736378,0.2274503522,0.159381898,115023.3099,180997.5285,-239183.1549,192
241,softening-ubiquitous,431,-17.70592934,14.2614993,0.2258085022,0.1640590588,105456.3697,1671326.27,-213731.4855,128
241,softening-ubiquitous,535,-18.99666968,13.30736378,0.2274503522,0.159381898,105456.3697,1671326.27,-213731.4855,128
241,softening-ubiquitous,433,-17.70592934,6.562891785,0.2440833838,0.1590194949,105456.3697,1671326.27,-213731.4855,128
241,softening-ubiquitous,537,-18.99666968,5.047537311,0.2469570449,0.1549170078,105456.3697,1671326.27,-213731.4855,128
242,softening-ubiquitous,433,-17.70592934,6.562891785,0.2440833838,0.1590194949,-103325.5395,150139.5769,-371577.7459,208
242,softening-ubiquitous,537,-18.99666968,5.047537311,0.2469570449,0.1549170078,-103325.5395,150139.5769,-371577.7459,208
242,softening-ubiquitous,435,-17.63438948,-1.020620726,0.2474669786,0.1421680301,-103325.5395,150139.5769,-371577.7459,208
242,softening-ubiquitous,539,-18.79432442,-2.886751346,0.2492856419,0.1368984086,-103325.5395,150139.5769,-371577.7459,208
243,softening-ubiquitous,435,-17.63438948,-1.020620726,0.2474669786,0.1421680301,201551.2423,390925.2461,-556389.8137,208
243,softening-ubiquitous,539,-18.79432442,-2.886751346,0.2492856419,0.1368984086,201551.2423,390925.2461,-556389.8137,208
243,softening-ubiquitous,437,-17.46865358,-8.349419991,0.2518659778,0.1286419927,201551.2423,390925.2461,-556389.8137,208
243,softening-ubiquitous,541,-18.3255525,-10.10060215,0.2481638396,0.1198688639,201551.2423,390925.2461,-556389.8137,208
244,softening-ubiquitous,437,-17.46865358,-8.349419991,0.2518659778,0.1286419927,-88894.33015,163359.2839,-383763.1143,208
244,softening-ubiquitous,541,-18.3255525,-10.10060215,0.2481638396,0.1198688639,-88894.33015,163359.2839,-383763.1143,208
244,softening-ubiquitous,439,-17.36106948,-15.67821926,0.24709542,0.1092030907,-88894.33015,163359.2839,-383763.1143,208
244,softening-ubiquitous,543,-18.02125871,-17.31445295,0.2431664809,0.1016220727,-88894.33015,163359.2839,-383763.1143,208
245,softening-ubiquitous,439,-17.36106948,-15.67821926,0.24709542,0.1092030907,228900.4825,531766.6089,-796392.5133,208
245,softening-ubiquitous,543,-18.02125871,-17.31445295,0.2431664809,0.1016220727,228900.4825,531766.6089,-796392.5133,208
245,softening-ubiquitous,441,-17.28559949,-23.00701852,0.2247110944,0.07564002374,228900.4825,531766.6089,-796392.5133,208
245,softening-ubiquitous,545,-17.80779735,-24.52830375,0.2175007076,0.06768791988,228900.4825,531766.6089,-796392.5133,208
246,softening-ubiquitous,441,-17.28559949,-23.00701852,0.2247110944,0.07564002374,-183604.0951,65368.89719,-282906.2431,208
246,softening-ubiquitous,545,-17.80779735,-24.52830375,0.2175007076,0.06768791988,-183604.0951,65368.89719,-282906.2431,208
246,softening-ubiquitous,443,-17.22973181,-30.33581779,0.1853859862,0.03511103684,-183604.0951,65368.89719,-282906.2431,208
246,softening-ubiquitous,547,-17.64977969,-31.74215456,0.1748026818,0.0262559742,-183604.0951,65368.89719,-282906.2431,208
247,softening-ubiquitous,443,-17.22973181,-30.33581779,0.1853859862,0.03511103684,-69194.58733,33962.2743,-124084.8896,240
247,softening-ubiquitous,547,-17.64977969,-31.74215456,0.1748026818,0.0262559742,-69194.58733,33962.2743,-124084.8896,240
247,softening-ubiquitous,445,-17.18670711,-37.66461705,0.1297394185,-0.01140528558,-69194.58733,33962.2743,-124084.8896,240
247,softening-ubiquitous,549,-17.52808746,-38.95600536,0.1190573852,-0.01767733989,-69194.58733,33962.2743,-124084.8896,240
248,softening-ubiquitous,445,-17.18670711,-37.66461705,0.1297394185,-0.01140528558,-6380574.535,-6332831.658,6291116.69,208
248,softening-ubiquitous,549,-17.52808746,-38.95600536,0.1190573852,-0.01767733989,-6380574.535,-6332831.658,6291116.69,208
248,softening-ubiquitous,343,-17.15255338,-44.99341632,0.0710360482,-0.05435638246,-6380574.535,-6332831.658,6291116.69,208
248,softening-ubiquitous,447,-17.43148612,-46.16985616,0.06575290916,-0.06062444739,-6380574.535,-6332831.658,6291116.69,208
249,softening-ubiquitous,447,-17.43148612,-46.16985616,0.06575290916,-0.06062444739,-4751960.951,-4740671.463,4730807.386,208
249,softening-ubiquitous,551,-17.79269062,-47.69328925,0.05896368243,-0.06865594205,-4751960.951,-4740671.463,4730807.386,208
249,softening-ubiquitous,449,-13.07361459,-46.16985616,0.03707925598,-0.06724268191,-4751960.951,-4740671.463,4730807.386,208
249,softening-ubiquitous,553,-13.34451796,-47.69328925,0.03164010381,-0.08077077271,-4751960.951,-4740671.463,4730807.386,208
250,softening-ubiquitous,449,-13.07361459,-46.16985616,0.03707925598,-0.06724268191,-2448355.631,-2421766.497,2398534.535,240
250,softening-ubiquitous,553,-13.34451796,-47.69328925,0.03164010381,-0.08077077271,-2448355.631,-2421766.497,2398534.535,240
250,softening-ubiquitous,451,-8.71574306,-46.16985616,0.0009675579719,-0.07602622021,-2448355.631,-2421766.497,2398534.535,240
250,softening-ubiquitous,555,-8.896345309,-47.69328925,-0.00326983338,-0.09050464389,-2448355.631,-2421766.497,2398534.535,240
251,softening-ubiquitous,451,-8.71574306,-46.16985616,0.0009675579719,-0.07602622021,186333.7427,243524.7652,-293494.8029,208
251,softening-ubiquitous,555,-8.896345309,-47.69328925,-0.00326983338,-0.09050464389,186333.7427,243524.7652,-293494.8029,208
251,softening-ubiquitous,453,-4.35787153,-46.16985616,-0.03050537954,-0.09019644491,186333.7427,243524.7652,-293494.8029,208
251,softening-ubiquitous,557,-4.448172654,-47.69328925,-0.03618326755,-0.102097438,186333.7427,243524.7652,-293494.8029,208
252,softening-ubiquitous,453,-4.35787153,-46.16985616,-0.03050537954,-0.09019644491,77386.14636,195503.3765,-298706.973,240
252,softening-ubiquitous,557,-4.448172654,-47.69328925,-0.03618326755,-0.102097438,77386.14636,195503.3765,-298706.973,240
252,softening-ubiquitous,455,0,-46.16985616,-0.05748284503,-0.105164251,77386.14636,195503.3765,-298706.973,240
252,softening-ubiquitous,559,0,-47.69328925,-0.06299663295,-0.1152967421,77386.14636,195503.3765,-298706.973,240
253,softening-ubiquitous,455,0,-46.16985616,-0.05748284503,-0.105164251,-328500.4682,-44435.49829,-203784.7591,208
253,softening-ubiquitous,559,0,-47.69328925,-0.06299663295,-0.1152967421,-328500.4682,-44435.49829,-203784.7591,208
253,softening-ubiquitous,457,4.35787153,-46.16985616,-0.08001794499,-0.1174863432,-328500.4682,-44435.49829,-203784.7591,208
253,softening-ubiquitous,561,4.448172654,-47.69328925,-0.08457555074,-0.1259701158,-328500.4682,-44435.49829,-203784.7591,208
254,softening-ubiquitous,457,4.35787153,-46.16985616,-0.08001794499,-0.1174863432,-1030742.696,148910.8171,-1179721.99,64
254,softening-ubiquitous,561,4.448172654,-47.69328925,-0.08457555074,-0.1259701158,-1030742.696,148910.8171,-1179721.99,64
254,softening-ubiquitous,459,8.71574306,-46.16985616,-0.09934839234,-0.1267277966,-1030742.696,148910.8171,-1179721.99,64
254,softening-ubiquitous,563,8.896345309,-47.69328925,-0.1019510369,-0.1339703969,-1030742.696,148910.8171,-1179721.99,64
255,softening-ubiquitous,459,8.71574306,-46.16985616,-0.09934839234,-0.1267277966,-9979304.949,-2471087.565,-4089334.648,64
255,softening-ubiquitous,563,8.896345309,-47.69328925,-0.1019510369,-0.1339703969,-9979304.949,-2471087.565,-4089334.648,64
255,softening-ubiquitous,461,13.07361459,-46.16985616,-0.1157094178,-0.1337703211,-9979304.949,-2471087.565,-4089334.648,64
255,softening-ubiquitous,565,13.34451796,-47.69328925,-0.1126692878,-0.1357775565,-9979304.949,-2471087.565,-4089334.648,64
256,softening-ubiquitous,461,13.07361459,-46.16985616,-0.1157094178,-0.1337703211,-17234959.35,-9830971.003,-10012220.86,0
256,softening-ubiquitous,565,13.34451796,-47.69328925,-0.1126692878,-0.1357775565,-17234959.35,-9830971.003,-10012220.86,0
256,softening-ubiquitous,463,17.43148612,-46.16985616,-0.1228163755,-0.1363691371,-17234959.35,-9830971.003,-10012220.86,0
256,softening-ubiquitous,567,17.79269062,-47.69328925,-0.116577578,-0.1342018608,-17234959.35,-9830971.003,-10012220.86,0
257,softening-ubiquitous,463,17.43148612,-46.16985616,-0.1228163755,-0.1363691371,-11688279.85,-13803674.02,-5735409.871,0
257,softening-ubiquitous,567,17.79269062,-47.69328925,-0.116577578,-0.1342018608,-11688279.85,-13803674.02,-5735409.871,0
257,softening-ubiquitous,465,17.52808746,-38.95600536,-0.1588786564,-0.1453574719,-11688279.85,-13803674.02,-5735409.871,0
257,softening-ubiquitous,569,17.97015861,-40.62829118,-0.1496604545,-0.1413054013,-11688279.85,-13803674.02,-5735409.871,0
258,softening-ubiquitous,465,17.52808746,-38.95600536,-0.1588786564,-0.1453574719,-749239.4126,-2490390.402,-771544.7658,64
258,softening-ubiquitous,569,17.97015861,-40.62829118,-0.1496604545,-0.1413054013,-749239.4126,-2490390.402,-771544.7658,64
258,softening-ubiquitous,467,17.64977969,-31.74215456,-0.1969998942,-0.1535558344,-749239.4126,-2490390.402,-771544.7658,64
258,softening-ubiquitous,571,18.19372152,-33.56329312,-0.1861217377,-0.1481974989,-749239.4126,-2490390.402,-771544.7658,64
259,softening-ubiquitous,467,17.64977969,-31.74215456,-0.1969998942,-0.1535558344,404311.0383,303595.7338,-496702.6653,192
259,softening-ubiquitous,571,18.19372152,-33.56329312,-0.1861217377,-0.1481974989,404311.0383,303595.7338,-496702.6653,192
259,softening-ubiquitous,469,17.80779735,-24.52830375,-0.228665471,-0.1595349882,404311.0383,303595.7338,-496702.6653,192
259,softening-ubiquitous,573,18.48401849,-26.49829505,-0.2187945082,-0.1541595034,404311.0383,303595.7338,-496702.6653,192
260,softening-ubiquitous,469,17.80779735,-24.52830375,-0.228665471,-0.1595349882,-68911.26587,-212950.7084,-58366.88748,192
260,softening-ubiquitous,573,18.48401849,-26.49829505,-0.2187945082,-0.1541595034,-68911.26587,-212950.7084,-58366.88748,192
260,softening-ubiquitous,471,18.02125871,-17.31445295,-0.2566504596,-0.1641335109,-68911.26587,-212950.7084,-58366.88748,192
260,softening-ubiquitous,575,18.87617204,-19.43329699,-0.2461950645,-0.1579611278,-68911.26587,-212950.7084,-58366.88748,192
261,softening-ubiquitous,471,18.02125871,-17.31445295,-0.2566504596,-0.1641335109,44783.38892,-24238.16954,-105633.833,192
261,softening-ubiquitous,575,18.87617204,-19.43329699,-0.2461950645,-0.1579611278,44783.38892,-24238.16954,-105633.833,192
261,softening-ubiquitous,473,18.3255525,-10.10060215,-0.2798457968,-0.1652875162,44783.38892,-24238.16954,-105633.833,192
261,softening-ubiquitous,577,19.43519544,-12.36829892,-0.2695373058,-0.1588113996,44783.38892,-24238.16954,-105633.833,192
262,softening-ubiquitous,473,18.3255525,-10.10060215,-0.2798457968,-0.1652875162,-28678.65646,-53396.50811,6480.53069,192
262,softening-ubiquitous,577,19.43519544,-12.36829892,-0.2695373058,-0.1588113996,-28678.65646,-53396.50811,6480.53069,192
262,softening-ubiquitous,475,18.79432442,-2.886751346,-0.3012979153,-0.1648899054,-28678.65646,-53396.50811,6480.53069,192
262,softening-ubiquitous,579,20.29638445,-5.303300859,-0.2909547293,-0.1577743172,-28678.65646,-53396.50811,6480.53069,192
263,softening-ubiquitous,475,18.79432442,-2.886751346,-0.3012979153,-0.1648899054,40426.38679,26567.24745,-52847.21403,208
263,softening-ubiquitous,579,20.29638445,-5.303300859,-0.2909547293,-0.1577743172,40426.38679,26567.24745,-52847.21403,208
263,softening-ubiquitous,477,18.99666968,5.047537311,-0.3246947987,-0.1652576255,40426.38679,26567.24745,-52847.21403,208
263,softening-ubiquitous,581,20.66811643,3.085226057,-0.315323802,-0.1575233632,40426.38679,26567.24745,-52847.21403,208
264,softening-ubiquitous,477,18.99666968,5.047537311,-0.3246947987,-0.1652576255,116648.4745,95750.70103,-160926.8685,192
264,softening-ubiquitous,581,20.66811643,3.085226057,-0.315323802,-0.1575233632,116648.4745,95750.70103,-160926.8685,192
264,softening-ubiquitous,479,18.99666968,13.30736378,-0.3551518284,-0.1627321858,116648.4745,95750.70103,-160926.8685,192
264,softening-ubiquitous,583,20.66811643,12.07180413,-0.3479790785,-0.1550441732,116648.4745,95750.70103,-160926.8685,192
265,softening-ubiquitous,479,18.99666968,13.30736378,-0.3551518284,-0.1627321858,-31652.83603,-48248.8456,-44110.39547,192
265,softening-ubiquitous,583,20.66811643,12.07180413,-0.3479790785,-0.1550441732,-31652.83603,-48248.8456,-44110.39547,192
265,softening-ubiquitous,481,18.99666968,21.56719026,-0.3721641086,-0.1701175233,-31652.83603,-48248.8456,-44110.39547,192
265,softening-ubiquitous,585,20.66811643,21.05838221,-0.3662973687,-0.1645298881,-31652.83603,-48248.8456,-44110.39547,192
266,softening-ubiquitous,481,18.99666968,21.56719026,-0.3721641086,-0.1701175233,108245.7867,86890.9939,-135121.6633,192
266,softening-ubiquitous,585,20.66811643,21.05838221,-0.3662973687,-0.1645298881,108245.7867,86890.9939,-135121.6633,192
